Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) N5_1,Coverage (%) N5_2,Coverage (%) N5_3,Coverage (%) N6_1,Coverage (%) N6_2,Coverage (%) N6_3,Coverage (%) T2_1,Coverage (%) T2_2,Coverage (%) T2_3,Coverage (%) T4_1,Coverage (%) T4_2,Coverage (%) T4_3,Area N5_1,Area N5_2,Area N5_3,Area N6_1,Area N6_2,Area N6_3,Area T2_1,Area T2_2,Area T2_3,Area T4_1,Area T4_2,Area T4_3,#Peptides,#Unique,#Spec N5_1,#Spec N5_2,#Spec N5_3,#Spec N6_1,#Spec N6_2,#Spec N6_3,#Spec T2_1,#Spec T2_2,#Spec T2_3,#Spec T4_1,#Spec T4_2,#Spec T4_3,PTM,Avg. Mass,Description
639,493,Q9Y305|ACOT9_HUMAN,199.37,25,5,5,5,5,11,11,8,8,11,13,8,22,1.439E3,1.2585E3,1.3783E3,1.6648E3,2.6633E3,1.8118E3,2.5261E3,2.2495E3,2.8949E3,4.2507E3,9.9272E2,4.9302E3,9,9,5,5,4,4,5,6,5,3,6,9,3,12,Carbamidomethylation,49902,Acyl-coenzyme A thioesterase 9  mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9 PE=1 SV=2
667,663,Q8N684|CPSF7_HUMAN,199.02,19,9,19,12,17,14,17,3,9,5,5,3,8,4.5757E3,5.1771E3,3.9907E3,4.4513E3,2.3343E3,3.6871E3,7.7429E2,1.2147E3,1.3868E3,1.0544E4,4.0022E2,1.5181E3,7,7,5,8,8,10,7,9,2,3,3,2,2,4,,52050,Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1
828,555,P05556|ITB1_HUMAN,198.87,14,1,0,0,3,4,3,2,3,3,12,3,9,2.6332E2,,,8.1679E2,1.1749E3,1.1338E3,4.1916E2,1.1518E3,1.2029E3,5.4184E3,6.2838E2,5.6897E3,8,8,1,0,0,2,5,3,3,4,4,8,5,6,Carbamidomethylation,88415,Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2
707,920,Q07021|C1QBP_HUMAN,198.54,34,29,24,20,5,15,15,15,5,15,27,5,29,3.5803E3,3.3449E3,4.1281E3,1.1174E3,2.6038E3,2.259E3,3.2965E3,1.1222E3,2.7834E3,5.4739E3,0,5.6638E3,6,6,8,6,5,2,5,5,2,2,5,7,1,9,Carbamidomethylation; Deamidation (NQ),31362,Complement component 1 Q subcomponent-binding protein  mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1
813,529,P61221|ABCE1_HUMAN,198.40,19,7,0,5,6,7,2,7,5,5,17,4,17,1.0957E3,,7.6568E2,1.7216E3,6.1162E3,6.2898E2,1.1075E3,1.0334E3,4.7025E2,4.8753E3,8.199E2,3.9299E3,8,8,4,0,3,3,3,1,4,2,2,11,2,8,Carbamidomethylation,67314,ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1
722,877,O75489|NDUS3_HUMAN,197.88,31,19,26,19,20,20,14,0,14,10,15,10,27,6.3681E3,6.1282E3,6.2398E3,3.6603E3,3.3688E3,3.3029E3,,7.5631E2,0,9.718E2,1.5546E3,2.5446E3,6,6,10,9,6,5,6,3,0,4,2,3,2,6,,30242,NADH dehydrogenase [ubiquinone] iron-sulfur protein 3  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1
718,782,Q9Y3A4|RRP7A_HUMAN,197.82,35,0,4,4,17,14,15,19,10,10,27,0,29,,3.6596E2,1.8335E2,1.1742E3,1.424E3,1.5463E3,8.9152E2,1.3812E3,1.1972E3,4.4774E3,,4.0274E3,8,8,0,1,1,6,4,5,4,4,6,15,0,10,Carbamidomethylation; Deamidation (NQ),32334,Ribosomal RNA-processing protein 7 homolog A OS=Homo sapiens OX=9606 GN=RRP7A PE=1 SV=2
766,507,Q9Y3A2|UTP11_HUMAN,197.78,40,20,20,16,15,15,15,10,18,15,13,5,11,2.3032E3,2.7754E3,2.3859E3,1.8187E3,1.7871E3,1.9498E3,1.2121E3,2.1437E3,1.6628E3,1.3734E3,0,9.37E2,11,11,5,6,5,4,4,5,4,4,3,5,1,3,Carbamidomethylation,30447,Probable U3 small nucleolar RNA-associated protein 11 OS=Homo sapiens OX=9606 GN=UTP11 PE=1 SV=2
905,665,Q7Z3B4|NUP54_HUMAN,197.47,14,0,0,0,0,0,0,7,7,7,12,4,12,,,,,,,1.0928E3,1.1952E3,1.325E3,4.355E3,7.6399E2,4.9493E3,6,6,0,0,0,0,0,0,6,6,5,5,3,7,,55436,Nucleoporin p54 OS=Homo sapiens OX=9606 GN=NUP54 PE=1 SV=2
884,931,Q9BRJ6|CG050_HUMAN,197.37,40,22,25,29,6,6,6,25,28,28,0,6,0,3.6222E3,3.7126E3,4.369E3,1.8587E3,1.8502E3,1.829E3,3.5762E3,3.1871E3,3.7147E3,,2.242E2,,6,6,3,6,7,2,2,2,4,4,3,0,1,0,Carbamidomethylation,22083,Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1
849,437,Q14152|EIF3A_HUMAN,197.32,7,0,0,0,1,1,1,4,2,1,7,2,6,,,,3.4812E2,3.2647E2,2.707E2,1.3594E3,1.1558E3,7.5927E2,5.1293E3,1.1399E3,4.9066E3,8,8,0,0,0,1,1,1,4,2,1,12,4,12,,166569,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1
713,281,P33992|MCM5_HUMAN,197.12,30,4,6,4,6,4,10,11,6,7,18,5,14,7.5128E2,1.1311E3,1.0514E3,1.3125E3,9.677E2,7.4625E2,2.2415E3,1.4643E3,2.0171E3,5.5389E3,9.0509E2,5.1201E3,16,16,2,3,3,4,4,5,7,3,5,9,3,8,Carbamidomethylation; Deamidation (NQ),82286,DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5
640,883,E9PRG8|CK098_HUMAN,197.09,42,34,41,41,42,42,42,34,34,41,0,0,11,1.179E4,1.3685E4,1.5408E4,5.5109E3,5.5735E3,1.1518E4,1.1141E4,1.3109E4,1.4134E4,,,0,6,6,8,8,9,9,6,6,5,8,7,0,0,1,,14234,Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2
1165,869,O60841|IF2P_HUMAN,196.88,6,0,0,0,0,0,0,1,1,1,5,0,6,,,,,,,4.4676E2,5.1392E2,5.1685E2,2.8251E3,,3.729E3,5,5,0,0,0,0,0,0,1,1,1,4,0,8,,138827,Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4
753,765,P51608|MECP2_HUMAN,196.48,17,14,11,14,13,8,11,6,6,10,12,3,5,2.9044E3,2.192E3,2.1035E3,1.5707E3,1.1448E3,1.681E3,9.432E2,7.3865E2,1.0327E3,1.8356E3,1.3375E2,5.4938E2,6,6,6,6,7,6,5,4,2,3,3,5,1,3,,52441,Methyl-CpG-binding protein 2 OS=Homo sapiens OX=9606 GN=MECP2 PE=1 SV=1
749,547,O00571|DDX3X_HUMAN,196.10,14,2,3,2,4,3,3,7,5,5,14,7,7,,7.5959E3,,1.0106E3,1.8605E2,6.0839E3,2.1428E3,1.6303E3,1.2439E3,1.1432E4,8.514E2,2.6088E3,8,7,1,3,3,2,2,4,7,4,4,11,5,6,,73244,ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3
698,462,O60885|BRD4_HUMAN,196.01,10,5,5,5,5,2,2,3,5,3,3,1,5,1.8715E3,1.8292E3,1.533E3,1.2825E3,3.0585E2,8.7997E2,1.2644E3,1.3165E3,1.1777E3,1.2368E3,,2.6887E3,10,7,9,6,6,7,5,3,4,5,3,4,1,5,Carbamidomethylation,152218,Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2
431,784,Q16576|RBBP7_HUMAN,195.91,16,14,14,14,14,14,14,12,12,16,14,12,14,1.3358E3,1.3399E3,1.5708E3,1.4599E3,1.3949E3,1.4551E3,1.0662E3,1.275E3,1.0279E3,2.2125E3,8.1248E2,2.0315E3,9,2,12,14,12,11,11,9,10,8,14,11,9,10,Acetylation (Protein N-term),47820,Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1
740,816,P61313|RL15_HUMAN,195.46,33,15,18,18,29,29,29,18,19,29,11,12,8,2.4215E3,2.1141E3,2.2761E3,2.963E3,3.0446E3,2.8794E3,2.2363E3,1.5618E3,1.774E3,8.1595E2,6.3383E2,3.2226E2,7,7,6,8,6,5,6,6,3,4,5,2,2,1,,24146,60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2
508,568,P18124|RL7_HUMAN,195.06,31,21,25,21,21,21,21,27,27,27,17,12,21,1.1381E4,1.215E4,1.2037E4,5.6007E3,4.3944E3,4.9065E3,1.1865E4,9.6225E3,1.1789E4,1.6395E3,1.214E3,2.2129E3,8,8,12,12,9,8,9,6,13,13,9,4,2,7,,29226,60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1
652,705,P63092|GNAS2_HUMAN,195.02,18,15,12,15,13,10,12,13,13,15,15,10,15,2.7471E3,2.6553E3,1.5683E3,9.3735E2,9.4041E2,1.3431E3,6.7518E2,1.604E3,1.4717E3,2.3068E3,1.4448E2,2.0226E3,6,4,5,7,7,4,3,4,4,6,8,6,4,7,Carbamidomethylation,45665,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=1
652,707,Q5JWF2|GNAS1_HUMAN,195.02,7,6,5,6,5,4,5,5,5,6,6,4,6,2.7471E3,2.6553E3,1.5683E3,9.3735E2,9.4041E2,1.3431E3,6.7518E2,1.604E3,1.4717E3,2.3068E3,1.4448E2,2.0226E3,6,4,5,7,7,4,3,4,4,6,8,6,4,7,Carbamidomethylation,111024,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=2
816,1436,O00479|HMGN4_HUMAN,194.95,38,21,21,21,21,21,38,36,21,19,38,19,19,3.6082E2,1.0762E3,1.4185E3,7.2039E2,1.2488E3,7.7203E3,6.8958E3,4.6541E2,2.4618E2,8.4466E3,4.0046E2,2.8364E2,4,4,2,5,7,5,4,5,4,3,1,5,1,1,,9539,High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens OX=9606 GN=HMGN4 PE=1 SV=3
1063,545,Q9UPN3|MACF1_HUMAN,194.74,1,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,2.0753E2,,0,1.466E3,,2.3349E3,7,6,0,1,1,0,1,0,1,0,1,5,1,9,Carbamidomethylation,838323,Microtubule-actin cross-linking factor 1  isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4
885,955,P63000|RAC1_HUMAN,194.72,31,12,12,12,5,5,12,5,12,12,27,31,27,2.1479E3,2.1662E3,2.382E3,9.6749E2,9.5918E2,1.3607E3,7.6441E2,1.4227E3,1.1669E3,7.2917E3,4.3465E3,7.9694E3,6,6,2,2,2,1,1,3,1,2,3,5,7,5,Carbamidomethylation,21450,Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1
988,793,Q02413|DSG1_HUMAN,194.03,9,0,0,0,0,0,0,7,5,8,6,0,0,,,,,,,3.3689E3,1.5947E3,2.4612E3,1.3962E3,,,6,6,0,0,0,0,0,0,8,4,8,5,0,0,Oxidation (M),113748,Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2
690,1384,Q9NX24|NHP2_HUMAN,193.95,38,31,31,31,38,38,38,38,38,38,25,0,25,3.8523E3,3.7842E3,3.9804E3,2.2251E3,3.3328E3,2.1505E3,6.9463E3,7.2183E3,7.4934E3,2.1802E3,,2.2642E3,4,4,5,3,4,3,8,5,6,7,8,6,0,5,Carbamidomethylation,17201,H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens OX=9606 GN=NHP2 PE=1 SV=1
808,677,Q6NUQ4|TM214_HUMAN,193.86,10,4,4,2,4,4,4,6,6,6,9,3,9,8.6838E2,8.6881E2,7.9135E2,1.2215E3,1.2682E3,1.2135E3,1.5711E3,1.7845E3,1.8884E3,3.4929E3,9.512E2,3.9811E3,6,6,2,2,1,3,4,2,4,5,4,6,3,7,Carbamidomethylation,77151,Transmembrane protein 214 OS=Homo sapiens OX=9606 GN=TMEM214 PE=1 SV=2
846,1156,O43159|RRP8_HUMAN,193.61,14,11,11,11,11,7,7,11,11,11,14,3,10,1.1371E3,1.0809E3,1.4458E3,8.7777E2,3.7415E2,4.3063E2,1.5588E3,1.0281E3,1.5281E3,2.2693E3,2.702E2,2.4971E3,4,4,4,4,4,3,2,2,3,3,4,5,2,3,Carbamidomethylation,50715,Ribosomal RNA-processing protein 8 OS=Homo sapiens OX=9606 GN=RRP8 PE=1 SV=2
784,867,Q15019|SEPT2_HUMAN,193.12,19,9,12,15,12,9,12,9,9,9,17,0,12,4.7594E2,9.6249E2,1.6488E3,1.4552E3,4.181E2,1.2522E3,1.001E3,1.1057E3,9.8254E2,1.6028E3,,1.7768E3,5,5,4,4,6,4,4,3,2,2,3,9,0,5,Carbamidomethylation,41487,Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1
906,934,Q07666|KHDR1_HUMAN,193.08,21,5,5,3,8,2,11,2,11,9,18,2,12,9.262E2,1.1173E3,2.1311E2,1.2592E3,6.9907E2,6.5379E2,7.8482E2,6.8685E2,1.626E2,1.95E3,1.0059E3,2.6378E3,7,7,2,2,2,4,1,2,1,3,1,6,2,6,,48227,KH domain-containing  RNA-binding  signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1
210,1429,Q8IUE6|H2A2B_HUMAN,192.88,35,35,35,35,30,35,35,35,35,35,30,12,35,1.0062E4,1.0252E4,1.0105E4,5.355E3,5.6309E3,5.7043E3,1.4911E4,1.5623E4,1.5183E4,2.0224E3,1.1752E3,2.5046E3,5,2,29,30,29,20,24,27,32,32,32,15,9,10,Deamidation (NQ),13995,Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3
552,612,O43390|HNRPR_HUMAN,192.79,12,6,6,6,6,8,8,8,8,8,10,8,9,,,,,4.1884E2,,7.2344E2,7.4161E2,5.8044E2,1.542E3,,1.411E3,7,2,5,6,6,7,7,6,9,8,6,10,7,9,Carbamidomethylation,70943,Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1
463,1193,O14979|HNRDL_HUMAN,192.58,13,6,4,4,6,6,9,6,10,6,13,5,10,5.3188E2,,,5.3075E2,5.9002E2,1.6777E2,7.3738E2,1.047E3,6.6098E2,1.3042E3,,2.0654E3,7,4,12,9,9,9,10,10,8,10,11,13,5,15,Carbamidomethylation,46438,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3
859,621,P20073|ANXA7_HUMAN,192.52,22,0,0,0,16,14,10,7,5,7,14,2,5,,,,3.7187E3,3.1895E3,3.432E3,1.9151E3,1.3129E3,1.8446E3,4.6807E3,1.392E3,1.2401E3,8,8,0,0,0,6,5,6,3,2,6,6,1,2,Carbamidomethylation,52739,Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3
1200,864,P13861|KAP2_HUMAN,192.38,19,0,0,3,3,0,0,0,0,0,13,4,13,,,6.234E2,7.1758E2,,,,,,1.6236E3,3.1776E2,1.7487E3,6,6,0,0,1,2,0,0,0,0,0,5,1,5,Carbamidomethylation,45518,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2
756,813,Q86W42|THOC6_HUMAN,192.04,28,23,16,20,9,9,9,9,13,13,13,7,17,1.9592E3,1.9248E3,1.3409E3,1.0638E3,5.6226E2,7.8689E2,9.9844E2,1.1466E3,1.1726E3,2.2845E3,6.0579E2,2.3401E3,6,6,5,5,5,3,2,2,3,5,5,7,2,7,Carbamidomethylation,37535,THO complex subunit 6 homolog OS=Homo sapiens OX=9606 GN=THOC6 PE=1 SV=1
864,834,Q13155|AIMP2_HUMAN,191.17,35,15,4,19,4,4,4,4,17,9,26,4,11,3.0502E3,2.7891E3,3.088E3,2.2332E3,2.2828E3,2.2862E3,2.9258E3,3.466E3,2.702E3,3.1769E3,1.5411E3,2.8342E3,6,6,3,2,4,2,4,1,2,6,2,5,2,4,Carbamidomethylation,35349,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2
1216,645,Q9UJS0|CMC2_HUMAN,190.90,14,0,0,3,0,0,3,0,0,0,9,0,13,,,0,,,2.452E4,,,,6.079E2,,1.2943E3,7,4,0,0,1,0,0,1,0,0,0,5,0,6,Carbamidomethylation; Deamidation (NQ),74176,Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2
645,1051,P36957|ODO2_HUMAN,190.78,14,8,8,8,14,14,14,6,8,8,8,5,8,5.0289E3,4.3638E3,4.6733E3,4.6242E3,4.8415E3,3.8975E3,2.7297E3,3.062E3,2.4946E3,3.4372E3,7.9E2,3.4655E3,5,5,5,6,7,5,7,6,3,8,5,5,3,7,Carbamidomethylation,48755,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex  mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4
1315,809,Q9Y4L1|HYOU1_HUMAN,190.75,8,0,0,0,0,0,0,0,0,0,3,0,6,,,,,,,,,,5.8636E2,,9.4036E2,5,5,0,0,0,0,0,0,0,0,0,5,0,4,,111335,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1
1054,666,P00367|DHE3_HUMAN,190.32,18,0,0,0,4,1,3,0,0,0,10,2,12,,,,1.5955E3,1.5651E2,9.1658E2,,,,1.5256E3,4.3315E2,1.6304E3,7,7,0,0,0,2,1,2,0,0,0,4,2,10,Carbamidomethylation,61398,Glutamate dehydrogenase 1  mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2
349,914,Q7Z794|K2C1B_HUMAN,190.27,7,4,4,4,5,4,4,6,6,4,4,4,4,,,,1.9334E4,,,4.823E2,2.4304E2,,,,,5,2,9,9,6,14,15,13,20,20,17,26,15,13,Deamidation (NQ),61901,Keratin  type II cytoskeletal 1b OS=Homo sapiens OX=9606 GN=KRT77 PE=1 SV=3
928,647,O75306|NDUS2_HUMAN,190.25,17,6,4,4,2,2,9,6,4,4,12,2,17,9.0337E2,3.2453E2,2.9952E2,3.9798E2,3.7492E2,7.9373E2,5.4251E2,3.2135E2,2.7271E2,4.3269E3,5.0021E2,5.4436E3,6,6,2,1,3,1,3,3,2,1,1,5,1,7,Carbamidomethylation,52546,NADH dehydrogenase [ubiquinone] iron-sulfur protein 2  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS2 PE=1 SV=2
994,1013,P22234|PUR6_HUMAN,189.83,17,3,3,3,3,3,5,3,3,3,14,6,9,5.8329E2,6.6617E2,7.3352E2,1.4116E3,1.3197E3,1.7895E3,1.0378E3,1.0675E3,1.0907E3,3.0522E3,1.4959E3,3.5433E3,5,5,2,1,1,1,1,2,1,1,1,5,4,5,Carbamidomethylation; Acetylation (Protein N-term),47079,Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3
735,823,O43447|PPIH_HUMAN,189.49,54,19,19,24,27,27,34,11,27,34,42,11,13,4.5808E3,4.9583E3,6.272E3,3.0272E3,3.6005E3,3.4546E3,2.7496E3,3.2466E3,3.6694E3,2.9391E3,2.1543E3,2.4108E3,6,6,5,3,7,5,4,6,3,4,7,5,2,4,Carbamidomethylation; Deamidation (NQ),19208,Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens OX=9606 GN=PPIH PE=1 SV=1
398,866,Q9Y3U8|RL36_HUMAN,189.32,41,32,32,32,32,32,32,34,41,38,11,11,11,6.1896E4,6.4847E4,6.7094E4,1.7965E4,1.9149E4,2.0226E4,6.741E4,7.1841E4,6.1509E4,1.7941E3,7.785E2,2.3705E3,8,8,17,17,19,8,10,8,19,18,17,3,2,6,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term),12254,60S ribosomal protein L36 OS=Homo sapiens OX=9606 GN=RPL36 PE=1 SV=3
1005,710,P42704|LPPRC_HUMAN,189.06,6,1,1,1,2,1,1,2,2,2,2,0,3,5.9954E2,6.5066E2,6.6245E2,9.1305E2,6.2142E2,5.2107E2,1.6283E3,1.4931E3,5.3923E2,1.4239E3,,1.6649E3,6,6,1,1,2,4,1,1,2,4,2,3,0,3,Carbamidomethylation,157904,Leucine-rich PPR motif-containing protein  mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3
893,563,P16615|AT2A2_HUMAN,188.99,13,1,1,1,1,0,1,1,3,1,10,4,7,8.9231E2,5.9942E2,4.3308E2,6.2148E2,,4.8433E2,1.9371E2,1.3224E3,5.4325E2,6.0251E3,1.3489E3,3.4599E3,9,9,2,1,1,4,0,1,1,4,2,7,4,6,Carbamidomethylation,114757,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1
689,756,P25788|PSA3_HUMAN,188.98,28,24,16,16,20,20,20,20,20,20,24,12,25,7.5894E3,6.2445E3,6.1616E3,6.4265E3,6.0291E3,6.0301E3,4.6814E3,4.6598E3,4.0302E3,8.252E3,5.4834E3,6.897E3,6,6,5,4,5,5,5,4,5,6,5,6,3,7,Acetylation (Protein N-term),28433,Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2
544,670,Q8WU90|ZC3HF_HUMAN,188.76,16,12,12,12,16,14,16,14,12,14,14,12,14,5.2313E3,5.3366E3,5.3541E3,6.18E3,5.3166E3,5.1506E3,5.7785E3,3.8639E3,5.5642E3,6.8577E3,3.0504E3,4.8687E3,6,6,4,5,7,9,8,7,11,7,7,8,9,6,Carbamidomethylation,48603,Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1
728,923,P47985|UCRI_HUMAN,188.51,28,20,20,20,20,20,20,20,20,3,28,3,28,2.4079E3,3.4199E3,2.8485E3,2.5845E3,2.201E3,2.2851E3,1.1795E3,9.9834E2,7.3652E2,6.3758E3,1.2515E3,5.5285E3,5,5,4,6,4,6,4,6,4,3,1,8,2,7,,29668,Cytochrome b-c1 complex subunit Rieske  mitochondrial OS=Homo sapiens OX=9606 GN=UQCRFS1 PE=1 SV=2
918,1012,P53582|MAP11_HUMAN,188.46,18,7,6,4,3,4,3,10,10,10,15,3,12,1.443E3,1.7056E3,1.8188E2,9.0394E2,2.8476E2,6.2865E2,1.8518E3,1.6168E3,1.9936E3,2.6147E3,6.5108E2,1.3598E3,5,5,2,2,1,1,1,1,4,3,4,6,1,5,Carbamidomethylation; Deamidation (NQ),43215,Methionine aminopeptidase 1 OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=2
779,948,P51571|SSRD_HUMAN,188.36,37,12,18,12,12,18,20,26,12,12,37,12,37,3.8501E2,1.6403E3,1.3577E3,4.5641E2,1.3211E3,1.0875E3,4.6182E3,1.7639E3,8.7811E2,1.0853E4,1.4065E3,1.0758E4,6,6,3,5,3,2,3,3,7,4,2,7,2,6,,18999,Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1
1056,771,Q8WTT2|NOC3L_HUMAN,187.96,10,0,1,2,0,0,1,1,1,2,6,1,10,,0,3.1561E2,,,1.9458E2,4.6378E2,0,4.4451E2,2.6354E3,2.171E2,3.2461E3,6,6,0,1,1,0,0,1,1,1,2,6,1,7,,92548,Nucleolar complex protein 3 homolog OS=Homo sapiens OX=9606 GN=NOC3L PE=1 SV=1
1115,989,Q14195|DPYL3_HUMAN,187.92,14,0,3,3,6,3,3,3,3,3,3,0,11,,,,6.579E2,,,,,,,,1.1128E3,5,4,0,1,1,3,1,2,1,1,1,1,0,6,Carbamidomethylation,61963,Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1
981,832,Q6RFH5|WDR74_HUMAN,187.84,22,3,4,6,3,3,8,9,0,4,11,3,19,7.108E2,4.7112E2,9.4277E2,9.0921E2,4.3134E2,5.1952E2,5.7888E2,,4.113E2,1.2635E3,2.7097E2,1.521E3,6,6,1,1,5,1,1,2,3,0,1,5,1,5,Carbamidomethylation,42441,WD repeat-containing protein 74 OS=Homo sapiens OX=9606 GN=WDR74 PE=1 SV=1
538,831,O95758|PTBP3_HUMAN,187.62,12,11,9,10,8,7,7,7,7,7,9,5,7,3.769E2,1.0307E3,9.5903E2,2.7215E2,2.1475E2,1.7299E2,4.3499E2,3.0104E2,3.0018E2,9.8074E2,,7.733E2,7,3,9,8,12,7,7,9,7,6,8,8,6,5,Carbamidomethylation,59690,Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2
920,861,Q92879|CELF1_HUMAN,187.47,17,3,4,0,5,6,3,6,9,3,13,5,9,3.8407E2,2.9871E2,,1.016E3,5.8431E2,3.9345E2,9.2833E2,1.2349E3,5.5914E2,2.5361E3,8.3651E2,2.3953E3,6,6,1,1,0,2,2,4,2,4,3,4,2,6,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),52063,CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2
699,518,Q8WXF1|PSPC1_HUMAN,187.30,22,6,10,8,12,14,6,6,13,6,7,3,11,2.1262E3,2.5683E3,2.7136E3,2.4525E3,2.727E3,2.6E3,2.1933E3,2.4256E3,2.3201E3,4.1789E3,4.0963E2,4.1974E3,9,9,4,8,4,3,5,6,5,5,3,6,3,6,,58744,Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1
691,844,P07339|CATD_HUMAN,187.07,22,7,9,7,9,14,9,9,9,9,11,2,19,4.7123E2,1.8382E3,7.5819E2,2.0058E3,1.6689E3,2.2486E3,1.3379E3,1.5305E3,1.7318E3,3.1618E3,6.9767E2,3.2908E3,6,6,3,5,5,3,8,5,4,5,5,9,2,6,Carbamidomethylation; Deamidation (NQ),44552,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1
593,757,Q9UMY1|NOL7_HUMAN,186.38,27,19,16,16,19,26,12,13,10,10,17,20,17,1.3524E4,1.2314E4,1.1385E4,6.3644E3,1.1345E4,3.998E3,4.454E3,3.4396E3,3.4174E3,3.8918E3,2.0753E3,4.3984E3,8,8,7,11,8,8,9,6,4,4,5,6,5,5,,29426,Nucleolar protein 7 OS=Homo sapiens OX=9606 GN=NOL7 PE=1 SV=2
